videopath,source,caption,neg_caption,youtube_key,split,misalignment
k600_val_Grnnkc2O8ys_000003_000013,vatex,A baby playing with his daddy on a couch with mother speaking.,A baby playing with his daddy on a couch with mother speaking before the baby speaks,,train,flip
msr-vtt_TrainValVideo_video3523,msr-vtt,a man is singing and a cartoon is talking,a man is talking and a cartoon is singing,1pbvX5Y3ZJ8,train,flip
k600_val_Sn91p3NaFs0_000122_000132,vatex,A man in a coat is surrounded by an snow wall with more shooting at him.,A man in a coat is shooting at a snow wall with more people surrounding him,,train,flip
k600_val_-5NObVvJedg_000001_000011,vatex,A guy used his knife to cut into the food on his plate.,A guy used his fork to cut into the food on his plate.,,train,action
k600_val_c-GqXjZyQZ0_000007_000017,vatex,A person is running their fingers through someones hair while others talk in the background.,A person is talking in the background while others run their fingers through someones hair,,train,flip
k600_val_y73fhri-fsQ_000076_000086,vatex,Groomer uses scissors to trim hair off back and side of dog as he gently positions dog.,Groomer uses scissors to trim hair off back and side of dog as he gently positions cat.,,train,action
msr-vtt_TrainValVideo_video6327,msr-vtt,a man removes a cap to so he can check the fuel pressure,a man puts on a cap so he can check the fuel pressure,piOzN1tZI_E,train,action
k600_val_2CtUf-Oj2a4_000063_000073,vatex,Organist plays music as the rest of the orchestra on the stage a wait their time to come in to the song.,The rest of the orchestra on the stage come in to the song before the organist plays music,,train,flip
k600_val_SJT3X4weECE_000056_000066,vatex,A bulldozer dumps brick into a bin before workers take them out and stack them.,A bulldozer dumps brick into a bin after workers take them out and stack them,,train,flip
msr-vtt_TrainValVideo_video5371,msr-vtt,a man is interviewing different women,a man is interviewing different women after interviewing different men,6Q5bH31TbmM,train,flip
k600_val_TWgxyrL7EvU_000174_000184,vatex,A guy with chocolaty coloured shirt on is cutting the fish with knife in the field,A guy with chocolaty coloured shirt on is eating the fish with knife in the field,,train,action
k600_val_XHVTyiLpJQY_000062_000072,vatex,A young boy keeps time on drums and cymbals as part of a band.,A young boy keeps time on drums and cymbals as part of a band before the band plays,,train,flip
k600_val_ulPZbXr-X20_000002_000012,vatex,A woman does barbell exercises with her arms extended at the gym.,A woman does barbell exercises with her arms bent at the gym.,,train,action
k600_val_OlF1BLKsC3E_000059_000069,vatex,A couple touch wine glasses at a dinner table and then are served coffee in bed.,A couple are served coffee in bed and then touch wine glasses at a dinner table,,train,flip
k600_val_TrzzJ4kGB2s_000002_000012,vatex,A man uses a hoola hoop and does it really fast before stopping all of a sudden.,A man stops all of a sudden before using a hoola hoop and does it really fast,,train,flip
msr-vtt_TrainValVideo_video3521,msr-vtt,a computer is shown being repaired,a computer is shown being destroyed,lIG7P7r2jGk,train,action
tempo_videos_752,tempo,a girl in a black jacket exits the shot after the woman in red,a girl in a black jacket exits the shot before the woman in red,,train,flip
k600_val_Wz9Wtxc2GbQ_000034_000044,vatex,Loud music rocks these views of skateboarders doing different things.,Loud music rocks these views of skateboarders doing different things after the skateboarders do different things,,train,flip
k600_val_Sxff8xw1LeQ_000001_000011,vatex,A young boy snapping his fingures as some sound is produced in the background,A young boy snapping his fingures as some music is produced in the background,,train,action
k600_val_8nYBG4EfeT8_000086_000096,vatex,A man is kicking a ball back and forth with a young child in a backyard.,A man is throwing a ball back and forth with a young child in a backyard.,,train,action
msr-vtt_TrainValVideo_video4330,msr-vtt,a horse is startled by another horse,a horse is startled by a dog,0LN9HWhovbo,train,action
k600_val_e52FAOSEvHQ_000003_000013,vatex,A woman is in a gym and uses a barbell to exercise her arms doing many repetitions.,A woman is in a gym and uses a barbell to exercise her legs doing many repetitions.,,train,action
k600_val_jBNaXp62dDg_000002_000012,vatex,A man in a bowling alley is throwing the ball and makes a perfect score.,A man in a bowling alley makes a perfect score and then throws the ball,,train,flip
k600_val_kSbjNPRfwKA_000012_000022,vatex,A young girl wearing sunglasses indoors dances to the Macarena.,A young girl wearing sunglasses indoors jumps to the Macarena.,,train,action
k600_val_uzE1-ud-Ho4_000070_000080,vatex,A young girl mixes eggs in a bowl then opens a bottle of water,A young girl opens a bottle of water then mixes eggs in a bowl,,train,flip
k600_val_UVx20kX4JaE_000002_000012,vatex,A man is riding a bicycle in the forest through snow and rides off of a small ledge and falls into the snow.,A man falls into the snow and then rides a bicycle in the forest through snow and rides off of a small ledge,,train,flip
k600_val_NnexTwOgWR8_000007_000017,vatex,"At a baseball diamond a pitcher throws a ball, the batter hits it and then runs as people cheer and talk in the background.","At a baseball diamond a pitcher throws a ball, the batter runs and then hits it as people cheer and talk in the background",,train,flip
k600_val_61oPN1ONIk8_000004_000014,vatex,a group of people at a gym watching other people play and practice basket ball,a group of people at a gym practice basket ball before watching other people play and practice basket ball,,train,flip
k600_val_1LsJKMM7gc8_000002_000012,vatex,A toddler boy plays a standing toy piano and dances along to the music.,A toddler boy dances along to the music before playing a standing toy piano,,train,flip
k600_val_rdg1HXCKCdY_000011_000021,vatex,A group of people are water skiing using parachutes to pull them.,A group of people are water skiing using ropes to pull them.,,train,action
k600_val_tx1UQx2h0Z8_000018_000028,vatex,"A child is removing the contents of a pumpkin, in preparation to carve a jack-o-lantern","A child is carving a jack-o-lantern, in preparation to remove the contents of a pumpkin",,train,flip
msr-vtt_TrainValVideo_video6203,msr-vtt,a video on frying bananas,a video on boiling bananas,jb-6N5DTy7w,train,action
k600_val_ao7G7hAyPco_000009_000019,vatex,A group of people are practicing how to throw knives and axes.,A group of people are practicing how to catch knives and axes.,,train,action
msr-vtt_TrainValVideo_video5457,msr-vtt,someone is talking about racing,someone is talking about driving,2aAsvFdf27o,train,action
k600_val_Ca72cqKSEdQ_000020_000030,vatex,A few people are sitting around a table vaping while another person is flipping through a book.,A few people are sitting around a table flipping through a book while another person is vaping,,train,flip
msr-vtt_TrainValVideo_video5591,msr-vtt,a cook speaking about the beautiful dish he cooked,a cook speaking about the beautiful dish he ate,_M8KdAyYUbE,train,action
k600_val_WR9jZcgYtsI_000003_000013,vatex,A chef taking a pizza from a side table and placing it in a fire ovenn,A chef places a pizza in a fire ovenn and then takes it from a side table,,train,flip
msr-vtt_TrainValVideo_video6292,msr-vtt,parliament members sayings are turned into music,parliament members are turned into music and then sayings,VElyEMhEtlw,train,flip
k600_val_O8dxHHZN4Zg_000028_000038,vatex,"A person puts a noddle into a baby's mouth, then the noodle falls onto the baby's shirt.",A person puts a noddle onto the baby's shirt and then the noodle falls into a baby's mouth,,train,flip
k600_val_Wy82yDOy8fw_000057_000067,vatex,"In a seminar, a man presents verbally then walks to a chart to draw a diagram.","In a seminar, a man walks to a chart to draw a diagram then presents verbally",,train,flip
msr-vtt_TrainValVideo_video1891,msr-vtt,a girl talking about the type of people you can meet at oregon prep,a girl talking about the type of people you can meet at oregon state,iUQmUVGIiLc,train,action
k600_val_dXhPdo54Eko_000001_000011,vatex,a small boy falling head first onto a mat with others onlooking,a small boy jumping head first onto a mat with others onlooking,,train,action
msr-vtt_TrainValVideo_video809,msr-vtt,a man is playing his lego video game and talking,a man is talking and then playing his lego video game,1KbxFPS6Mpk,train,flip
msr-vtt_TrainValVideo_video2854,msr-vtt,a man is drinking iced coffee and watching a young girl drive in a toy car,a man is watching a young girl drive in a toy car before drinking iced coffee,MR854-Cr-Ds,train,flip
msr-vtt_TrainValVideo_video4305,msr-vtt,movie preview trailer involving the signing of a cast,movie preview trailer involving the firing of a cast,hyyBDyZmtyQ,train,action
k600_val_kE3rcz-BJbE_000000_000010,vatex,"Children are learning how to milk a cow, while adults comment on their work.",Children are learning how to milk a cow after adults comment on their work,,train,flip
msr-vtt_TrainValVideo_video1578,msr-vtt,a lady in a green shirt is talking about how to make special scrambled eggs,a lady in a green shirt is talking about how to make a special omelet,Vuy2nrJz0Zw,train,action
msr-vtt_TrainValVideo_video1174,msr-vtt,an ice cream truck in a video game is driving on the sidewalk running over everything in its path,an ice cream truck in a video game is running over everything in its path before driving on the sidewalk,3MCG66O2vWY,train,flip
k600_val_V8TAMu4zSl4_000256_000266,vatex,A woman stand in a stable as she uses a leaf blower to dry a horse's coat.,A woman stand in a stable as she uses a leaf blower to clean a horse's coat.,,train,action
k600_val_ZGIA3RHRMFc_000105_000115,vatex,A man is break dancing in front of an indoor crowd to music.,A man is break dancing in front of an indoor crowd to no music.,,train,action
k600_val_Pn1BzP65NjY_000047_000057,vatex,A person is using a brush to apply color to another person's eyebrow.,A person is using a brush to apply color to another person's hair.,,train,action
tempo_videos_10840,tempo,the statue thing on the left goes off screen before the conductor comes out.,the conductor goes off screen before the statue thing comes out.,,train,action
