videopath,neg_caption,entailment
msr-vtt_TrainValVideo_video4677,a man in a red and blue spiderman costume bounces a basketball before upbeat music plays,0.037353515625
k600_val_FsTj8WkNSKY_000062_000072,A wood worker uses a router to make holes in a board.,0.70703125
tempo_videos_64,A woman slips then a man bows on an upper deck,0.02294921875
msr-vtt_TrainValVideo_video2841,a lady is shedding tears after a man is being interviewed about labour camps in sky news hd,0.0849609375
k600_val_8Tr9NpoF32A_000008_000018,"A man and woman laugh as she tries to imitate a robot, then she imitates a robot",0.0007133483886718
k600_val_klajnU-EwUw_000013_000023,A woman is demonstrating how to play with a yo-yo.,0.46875
msr-vtt_TrainValVideo_video501,a person admiring a white car before taping it,0.3203125
k600_val_lY8z3zpUtes_000001_000011,A young boy opens a Christmas present to reveal a new toy.,0.5625
k600_val_G0Vfr-94sOg_000003_000013,Someone falls in slippery snow and ice after laughing at a friend,0.0002613067626953
msr-vtt_TrainValVideo_video274,women talking to show on how to prepare penne with shrimp and asparagus before they cook it,0.119140625
k600_val_kr9ms1sZGnY_000102_000112,A large group of people watch two men do a dance battle after they get ready to dance,0.0003795623779296
k600_val_kHSpzsmCFGo_000078_000088,a woman giving instruction on how to use her phone to receive documents.,0.033203125
k600_val_Uq9ba1y9ORA_000141_000151,A person is using glass molding tools to open a hole at the top of a glass jar,0.3203125
k600_val_GTREdmWoZhI_000055_000065,A man shows multiple bandages and wounds on his chest and abdomen and discusses them after he puts them on,0.0009117126464843
tempo_videos_7022,a woman in blue walks forward with the man in white after falling down.,0.5
msr-vtt_TrainValVideo_video5425,an announcer ends a sales pitch about the band lineup that it will have,0.34765625
k600_val_pqhJLyudOiY_000164_000174,A woman explains what she is doing with it before two hands hold knitting needles with yarn attached,0.0015029907226562
k600_val_jei3QQUwYEQ_000014_000024,"A person watches a pole vaulter run and jumps but misses the goal, then the person walks away",0.119140625
tempo_videos_10479,the woman purses her lips and points off screen before pointing at the sky.,0.06005859375
k600_val_VCiihiWyHGU_000024_000034,A dog observes a boy throwing a frisbee into the wind and the frisbee does not return to the boy,0.0673828125
k600_val_o3nA2ymzr4s_000000_000010,Two people pushing a vehicle forward when traffic begins to flow.,0.40625
k600_val_cXcWAD-9PxM_000032_000042,A person does a paint job on a board with a brush in fast motion.,0.408203125
k600_val_5swQ6k4bWgo_000000_000010,A person is drawing hair onto a piece of paper that has a already painted on it.,0.5625
k600_val_U2ZjWdCen14_000003_000013,"A person snaps their fingers during the music playing, and then they stand",0.0008049011230468
k600_val_fK5hfUOo1PY_000023_000033,A man is on the stairs juggling some red balls then juggling even more white balls,0.408203125
k600_val_QagHpThX2DY_000181_000191,Some competitive paintball players have a game with each other while some loud music is played,0.65234375
k600_val_8X4oJMfiIXg_000030_000040,A group of men are shouting in the background and then someone is extinguishing fire,0.002471923828125
k600_val_qtHFi58O6hU_000025_000035,A little baby is waking up in a crib and the mother is telling it to sleep,0.009765625
k600_val_eTlfd00WUHE_000060_000070,A young woman is filming someone while she shovels snow across her driveway,0.09521484375
tempo_videos_10542,there are dogs and no people visible after zoom in on people in the water,0.1826171875
k600_val_9cAIo4i7Eik_000001_000011,A father and son are playing a game of chess together.,0.1064453125
k600_val_PxKSE8BD1bA_000099_000109,"The man is laughing in the background, while someone is pruning a bouquet of flowers",0.0052490234375
k600_val_F-cmTIX6Drw_000002_000012,A little girl stands in a large room and gets frustrated before attempting to play her violin,0.0017013549804687
k600_val_CewC3deBFCs_000081_000091,A girl does the split at the end and then does multiple back flips,0.0010299682617187
tempo_videos_1442,downstream is revealed before the bear munches on food,0.349609375
k600_val_j8IT6xN6D8g_000043_000053,A compilation video that includes young girls dancing in many different areas and then dancing in the same area,0.0009117126464843
msr-vtt_TrainValVideo_video2258,a woman explains how to assemble a stroller,0.95703125
msr-vtt_TrainValVideo_video619,a women in green shirt is with many people and some are holding sword after she is holding sword,0.0203857421875
k600_val_6n73uoriLoE_000953_000963,Girls are playing basketball in a gym with another team.,0.22265625
msr-vtt_TrainValVideo_video6203,a german woman is eating churros,0.77734375
msr-vtt_TrainValVideo_video4527,some guy s are singing together in front of other s,0.94140625
k600_val_XoCvj2IbVGE_000052_000062,A man is using an electric iron to iron out the wrinkles in his pants.,0.26953125
k600_val_qdW9ZUrUwAQ_000001_000011,A toddler walks away from a goat and then pets the goat,0.0010299682617187
k600_val_xAOCmkWq848_000013_000023,A man demonstrates how to untie a neck tie the proper way.,0.09521484375
k600_val_l03fPRRGFcI_000042_000052,An individual sitting at a desk making a musical beat with two pencils and a piece of paper.,0.77734375
k600_val_AvjwJ1c14rQ_000005_000015,A child talks about fruit in a bowl on a table with an unseen adult after the child puts the fruit in the bowl,0.000335693359375
msr-vtt_TrainValVideo_video2541,men are dancing to some dance music while playing basketball in the background,0.8359375
msr-vtt_TrainValVideo_video4012,the video game was boring,0.033203125
k600_val_flDWce37hqA_000017_000027,A boy catches a ball at another player during a game of dodge ball.,0.73046875
k600_val_3dYh6t4tGcY_000059_000069,A young toddler eats an egg at an Easter egg hunt.,0.294921875
k600_val_hEzGdS9nP5Y_000073_000083,a man is putting new oil in a vehicle as part of an oil changing process.,0.89453125
msr-vtt_TrainValVideo_video2597,A golfer is walking away from the hole before he makes a put,0.00860595703125
k600_val_FTBqGeVgqfw_000045_000055,A woman is singing along using sign language and then listening to music,0.0002956390380859
k600_val_KjQU29bZyb4_000114_000124,"A person playing Australian rules football kicks the ball, and the other team start running, and then stop it",0.029296875
k600_val_6yNJjyoC22c_000140_000150,A young man swings from a tree over a body of water before climbing a tree before the scene shifts to an airplane.,0.4375
k600_val_Q9jxMHtN478_000163_000173,A little girl is getting ready to pull a boat with parachute attached on her,0.4375
k600_val_pvaHYOcFxb4_000020_000030,"People are diving into a calm, teal ocean surface near the beach.",0.376953125
msr-vtt_TrainValVideo_video2848,several sports cars are parked on a crowded street,0.46875
k600_val_yGkAoxnV-Fw_000024_000034,A man dances in front of a crowd while the crowd is dancing in front of him,0.004058837890625
k600_val_EhRxb8-cNzQ_000001_000011,"A young woman landed on the floor, sitting and then did an over the head flip on a sofa",0.1640625
msr-vtt_TrainValVideo_video5459,a man paints some easter eggs,0.294921875
k600_val_eRlEMrUxvaM_000011_000021,Two guys attempt push ups while not on top of each other.,0.004058837890625
msr-vtt_TrainValVideo_video281,A man holding a bowl is speaking about movies after he has eaten the food in the bowl,0.00048828125
msr-vtt_TrainValVideo_video52,in the video game a woman runs away and then talks to another woman,0.119140625
k600_val_PPvE2xAmD98_000063_000073,There are couples eating in what looks like a school cafeteria.,0.81640625
msr-vtt_TrainValVideo_video4268,a group of people are watching a video of a tiger cub making it s first noise while a man narrates after the man narrates,0.0010299682617187
msr-vtt_TrainValVideo_video3320,a clip showing a field,0.77734375
k600_val_U3HzxozvdCo_000204_000214,"A man with a hat is demonstrating remarkable piano skills including fretting, plucking and style.",0.010986328125
k600_val_7Hh4h3KvhIM_000078_000088,A baseball team is throwing the ball around the infield before music is playing,0.0003795623779296
k600_val_6eD0pATYoIY_000008_000018,Several people are accompanying a person on the piano in a church while singing a hymn,0.02294921875
tempo_videos_1984,The person moves to the right then the person zooms off,0.076171875
k600_val_OthVTt3jiqw_000006_000016,A large weightlifter man is lifting weights before sitting in a swing,0.0017013549804687
msr-vtt_TrainValVideo_video5667,a group of people giving a tattoo,0.8671875
k600_val_PWis6ggsFjg_000015_000025,A man is destroying an ice sculpture of a dragon.,0.0673828125
k600_val_uGUh26JkVJg_000006_000016,A person is breaking a lego structure in fast motion video.,0.34765625
k600_val_LoBd3OwfH7I_000035_000045,A device of unknown functionality is raised into a swimming pool before being released.,0.87890625
k600_val_9oTEIzRdu0k_000017_000027,The little girl begins playing on her recorder before announcing her intention to play a piece of music,0.0004863739013671
k600_val_LBEBqbmyN9M_000006_000016,a person doing a flip into a pit of rubber bars and then jumping on a trampoline,0.0017013549804687
msr-vtt_TrainValVideo_video6753,some fine art is being sold,0.62109375
k600_val_gui24yAU0bs_000019_000029,"A young girl washes a plate, sets them in the sink, then begins washing chopsticks",0.1064453125
k600_val_4aH6wpENF90_000042_000052,A bunch of people slide down a snow hill getting ready to sit on it,0.22265625
k600_val_i4ddhWXmitw_000001_000011,A child brushes her own hair and then brushes her doll,0.012451171875
tempo_videos_6373,a man is drawing a picture,0.34765625
tempo_videos_1057,the dog shakes hands before sitting,0.408203125
k600_val_zWylsOJb6ZQ_000005_000015,a teenage boy is jumping off a cliff into a clear lake after yelling at another teen,0.09521484375
msr-vtt_TrainValVideo_video76,a water melon fruit in design of flower kept on table not displaying on screen,0.59375
tempo_videos_674,a blue light boom box comes into view before a white light appears,0.1484375
k600_val_zjDdwq7A16o_000092_000102,Amanda sharpens the knife and then scribes which type of knife is best,0.003173828125
k600_val_ymeIZj6pE-A_000001_000011,"A man plays saxophone with a boy and a girl and counting out loud to them, then they begin to play",0.008544921875
msr-vtt_TrainValVideo_video3869,the english song for the fashion show in the spot lighted ramp,0.62109375
k600_val_rplvojbw4aw_000004_000014,A young boy stands on a chair at a kitchen sink washing dishes while his infant sister plays on the floor at his feet,0.65234375
msr-vtt_TrainValVideo_video4506,A child is pouring the beads into a container of water and then opening a packet of beads with a pair of scissors,0.005218505859375
msr-vtt_TrainValVideo_video3934,a elephant with pink colour hugs that elephant and she speaks to that elephant,0.5
k600_val_ZnAx8TRZ0NY_000002_000012,A man gives up and then tries to deadlift weights,0.0003814697265625
msr-vtt_TrainValVideo_video2410,a vitual box is being shown so people can sell it,0.119140625
k600_val_O5LZv3B4ZPM_000080_000090,A man is replacing lug nuts on a vehicle tire before he narrates his task,0.0002307891845703
tempo_videos_3247,the man in red stands up before doing something to the left,0.5
k600_val_bLUhTYNrufs_000030_000040,Two carpenters make a tutorial on how to make a door.,0.22265625
msr-vtt_TrainValVideo_video887,a clip of what not to wear clinton is asking a woman in a pink fishnet dress if she could wear it to work in front of a room of mirrors,0.4375
k600_val_ERALCayUaEA_000007_000017,On a field a man throws a ball then spins while holding a ball on a string,0.02294921875
msr-vtt_TrainValVideo_video5431,computer generates illustration of blue men simulating professional tennis,0.81640625
k600_val_st-DH1t0olM_000005_000015,A father is attempting to make his daughter laugh and headbutts her instead,0.73046875
msr-vtt_TrainValVideo_video1446,person in black suit is giving advice to the sick people,0.8671875
k600_val_4X9d-mJtZp8_000205_000215,A woman is using a tool to loom yarn after giving instruction on how to loom yarn,0.0002307891845703
